S.No.,Requested Timezone,Post Date,Location Name,Address Line1,Address Line2,City,State,Postal Code,Country,Time Zone,Serial Number,Connection Time,Disconnect Time,Total Time,Cummulative Energy,Total Fee,Fee Currency,Organization Name,Occupancy Billable Time,Total Occupancy Time,Billable Time,Plug Duration,Energy Start Time,Energy End Time,Energy Duration,Billing Unit Name,Evse Type,Max Power
71,US/Mountain,9/16/2023 14:36,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/16/2023 13:50,9/16/2023 14:36,0:46:46,4.7644766,1.86,USD,Portland State University,0:00:00,0:00:00,0:46:46,0:46:46,9/16/2023 12:50,9/16/2023 13:36,0:46:46,kWh,Level 2,6775.4016
72,US/Mountain,9/16/2023 15:13,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/16/2023 15:03,9/16/2023 15:13,0:09:44,0.5282852,0.21,USD,Portland State University,0:00:02,0:00:02,0:09:42,0:09:44,9/16/2023 14:03,9/16/2023 14:13,0:09:42,kWh,Level 2,3364.416
73,US/Mountain,9/21/2023 14:41,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,9/21/2023 10:12,9/21/2023 14:41,4:29:04,5.487207,2.14,USD,Portland State University,2:10:12,2:10:12,2:18:52,4:29:04,9/21/2023 9:12,9/21/2023 13:41,2:18:52,kWh,Level 2,6633.4752
74,US/Mountain,9/25/2023 12:41,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/25/2023 10:23,9/25/2023 12:41,2:17:45,7.4930469,2.92,USD,Portland State University,0:00:04,0:00:04,2:17:41,2:17:45,9/25/2023 9:23,9/25/2023 11:41,2:17:41,kWh,Level 2,3364.416
75,US/Mountain,9/26/2023 13:50,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,9/26/2023 10:03,9/26/2023 13:50,3:46:54,4.7260078,1.84,USD,Portland State University,1:44:29,1:44:29,2:02:25,3:46:54,9/26/2023 9:03,9/26/2023 12:50,2:02:25,kWh,Level 2,6633.4752
76,US/Mountain,9/21/2023 22:11,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/21/2023 19:37,9/21/2023 22:11,2:34:25,11.5489609,4.5,USD,Portland State University,0:00:38,0:00:38,2:33:47,2:34:25,9/21/2023 18:37,9/21/2023 21:11,2:33:47,kWh,Level 2,8640
77,US/Mountain,9/27/2023 15:39,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/27/2023 10:00,9/27/2023 15:39,5:39:30,6.0573789,2.36,USD,Portland State University,3:44:50,3:44:50,1:54:40,5:39:30,9/27/2023 9:00,9/27/2023 14:39,1:54:40,kWh,Level 2,8640
78,US/Mountain,9/27/2023 21:23,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/27/2023 17:22,9/27/2023 21:23,4:00:48,5.677043,2.21,USD,Portland State University,1:25:27,1:25:27,2:35:21,4:00:48,9/27/2023 16:22,9/27/2023 20:23,2:35:21,kWh,Level 2,3364.416
79,US/Mountain,9/22/2023 10:55,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/22/2023 9:24,9/22/2023 10:55,1:30:49,4.8314687,1.88,USD,Portland State University,0:00:03,0:00:03,1:30:46,1:30:49,9/22/2023 8:24,9/22/2023 9:55,1:30:46,kWh,Level 2,3364.416
80,US/Mountain,9/25/2023 21:37,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/25/2023 18:24,9/25/2023 21:37,3:13:12,20.4890195,7.99,USD,Portland State University,0:00:00,0:00:00,3:13:12,3:13:12,9/25/2023 17:24,9/25/2023 20:37,3:13:12,kWh,Level 2,6775.4016
81,US/Mountain,9/27/2023 17:48,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004640,9/27/2023 12:36,9/27/2023 17:48,5:11:53,22.2800781,8.69,USD,Portland State University,0:00:14,0:00:14,5:11:39,5:11:53,9/27/2023 11:36,9/27/2023 16:48,5:11:39,kWh,Level 2,6728.832
82,US/Mountain,9/26/2023 19:05,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/26/2023 14:36,9/26/2023 19:05,4:28:16,27.8670312,10.87,USD,Portland State University,0:00:03,0:00:03,4:28:13,4:28:16,9/26/2023 13:36,9/26/2023 18:05,4:28:13,kWh,Level 2,8640
83,US/Mountain,9/26/2023 16:23,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/26/2023 9:27,9/26/2023 16:23,6:55:48,10.6581758,4.16,USD,Portland State University,1:09:26,1:09:26,5:46:22,6:55:48,9/26/2023 8:27,9/26/2023 15:23,5:46:22,kWh,Level 2,3364.416
84,US/Mountain,9/26/2023 14:36,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/26/2023 14:33,9/26/2023 14:36,0:02:25,0.1316719,0.05,USD,Portland State University,0:01:06,0:01:06,0:01:19,0:02:25,9/26/2023 13:33,9/26/2023 13:36,0:01:19,kWh,Level 2,8640
85,US/Mountain,9/22/2023 13:43,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/22/2023 12:05,9/22/2023 13:43,1:37:53,10.3833516,5.09,USD,Portland State University,0:00:05,0:00:05,1:37:48,1:37:53,9/22/2023 11:05,9/22/2023 12:43,1:37:48,kWh,Level 2,6775.4016
86,US/Mountain,9/22/2023 14:38,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/22/2023 13:10,9/22/2023 14:38,1:27:56,8.2246523,3.21,USD,Portland State University,0:00:03,0:00:03,1:27:53,1:27:56,9/22/2023 12:10,9/22/2023 13:38,1:27:53,kWh,Level 2,8640
87,US/Mountain,9/22/2023 16:15,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,9/22/2023 13:42,9/22/2023 16:15,2:33:24,16.1569805,7.92,USD,Portland State University,0:00:36,0:00:36,2:32:48,2:33:24,9/22/2023 12:42,9/22/2023 15:15,2:32:48,kWh,Level 2,6764.6304
88,US/Mountain,9/22/2023 18:04,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,9/22/2023 13:47,9/22/2023 18:04,4:16:11,27.2742539,13.36,USD,Portland State University,0:00:02,0:00:02,4:16:09,4:16:11,9/22/2023 12:47,9/22/2023 17:04,4:16:09,kWh,Level 2,6670.8576
89,US/Mountain,9/26/2023 18:21,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,9/26/2023 9:53,9/26/2023 18:21,8:27:32,8.0683242,3.15,USD,Portland State University,5:45:28,5:45:28,2:42:04,8:27:32,9/26/2023 8:53,9/26/2023 17:21,2:42:04,kWh,Level 2,6670.8576
90,US/Mountain,9/22/2023 18:06,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/22/2023 17:01,9/22/2023 18:06,1:04:18,7.0849922,3.47,USD,Portland State University,0:00:04,0:00:04,1:04:14,1:04:18,9/22/2023 16:01,9/22/2023 17:06,1:04:14,kWh,Level 2,6775.4016
91,US/Mountain,9/22/2023 20:04,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/22/2023 18:26,9/22/2023 20:04,1:38:19,4.8792148,2.39,USD,Portland State University,0:00:18,0:00:18,1:38:01,1:38:19,9/22/2023 17:26,9/22/2023 19:04,1:38:01,kWh,Level 2,3364.416
92,US/Mountain,9/22/2023 22:35,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,9/22/2023 19:44,9/22/2023 22:35,2:51:19,17.2804648,6.74,USD,Portland State University,0:00:10,0:00:10,2:51:09,2:51:19,9/22/2023 18:44,9/22/2023 21:35,2:51:09,kWh,Level 2,6670.8576
93,US/Mountain,9/23/2023 15:39,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012605,9/23/2023 9:38,9/23/2023 15:39,6:01:02,37.5573789,18.4,USD,Portland State University,0:00:03,0:00:03,6:00:59,6:01:02,9/23/2023 8:38,9/23/2023 14:39,6:00:59,kWh,Level 2,6764.6304
94,US/Mountain,9/23/2023 12:42,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/23/2023 11:54,9/23/2023 12:42,0:48:25,4.1556758,1.62,USD,Portland State University,0:00:03,0:00:03,0:48:22,0:48:25,9/23/2023 10:54,9/23/2023 11:42,0:48:22,kWh,Level 2,8640
95,US/Mountain,9/16/2023 15:36,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004640,9/16/2023 13:33,9/16/2023 15:36,2:03:12,12.5814609,4.91,USD,Portland State University,0:00:00,0:00:00,2:03:12,2:03:12,9/16/2023 12:33,9/16/2023 14:36,2:03:12,kWh,Level 2,6728.832
96,US/Mountain,9/23/2023 14:38,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004640,9/23/2023 12:32,9/23/2023 14:38,2:05:43,12.3895469,4.83,USD,Portland State University,0:00:00,0:00:00,2:05:43,2:05:43,9/23/2023 11:32,9/23/2023 13:38,2:05:43,kWh,Level 2,6728.832
97,US/Mountain,9/23/2023 13:32,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,9/23/2023 12:53,9/23/2023 13:32,0:38:57,2.1522812,0.84,USD,Portland State University,0:00:07,0:00:07,0:38:50,0:38:57,9/23/2023 11:53,9/23/2023 12:32,0:38:50,kWh,Level 2,6775.4016
98,US/Mountain,9/23/2023 14:42,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/23/2023 13:00,9/23/2023 14:42,1:41:58,3.9377812,1.53,USD,Portland State University,0:00:03,0:00:03,1:41:55,1:41:58,9/23/2023 12:00,9/23/2023 13:42,1:41:55,kWh,Level 2,3364.416
99,US/Mountain,10/15/2023 15:29,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,10/15/2023 11:33,10/15/2023 15:29,3:55:27,24.5567852,9.58,USD,Portland State University,0:00:00,0:00:00,3:55:27,3:55:27,10/15/2023 10:33,10/15/2023 14:29,3:55:27,kWh,Level 2,6670.8576
100,US/Mountain,9/23/2023 15:09,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,9/23/2023 13:18,9/23/2023 15:09,1:50:57,9.077832,3.54,USD,Portland State University,0:00:02,0:00:02,1:50:55,1:50:57,9/23/2023 12:18,9/23/2023 14:09,1:50:55,kWh,Level 2,6670.8576
101,US/Mountain,10/2/2023 11:33,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004638,10/2/2023 11:30,10/2/2023 11:33,0:03:35,0,0,USD,Portland State University,0:03:35,0:03:35,0:00:00,0:03:35,10/2/2023 10:30,10/2/2023 10:33,0:00:00,kWh,Level 2,6775.4016
102,US/Mountain,9/28/2023 14:47,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,9/28/2023 10:37,9/28/2023 14:47,4:10:23,4.4468516,1.73,USD,Portland State University,2:11:03,2:11:03,1:59:20,4:10:23,9/28/2023 9:37,9/28/2023 13:47,1:59:20,kWh,Level 2,6633.4752
103,US/Mountain,9/28/2023 17:54,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004536,9/28/2023 10:00,9/28/2023 17:54,7:53:53,8.6677852,3.38,USD,Portland State University,5:25:04,5:25:04,2:28:49,7:53:53,9/28/2023 9:00,9/28/2023 16:54,2:28:49,kWh,Level 2,6670.8576
104,US/Mountain,9/24/2023 0:11,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004640,9/23/2023 20:03,9/24/2023 0:11,4:08:32,25.4379492,9.92,USD,Portland State University,0:00:00,0:00:00,4:08:32,4:08:32,9/23/2023 19:03,9/23/2023 23:11,4:08:32,kWh,Level 2,6728.832
105,US/Mountain,9/24/2023 15:37,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/24/2023 12:19,9/24/2023 15:37,3:17:48,20.100457,9.85,USD,Portland State University,0:00:03,0:00:03,3:17:45,3:17:48,9/24/2023 11:19,9/24/2023 14:37,3:17:45,kWh,Level 2,8640
106,US/Mountain,9/24/2023 12:35,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,9/24/2023 12:21,9/24/2023 12:35,0:14:03,0.7449922,0.36,USD,Portland State University,0:00:03,0:00:03,0:14:00,0:14:03,9/24/2023 11:21,9/24/2023 11:35,0:14:00,kWh,Level 2,3364.416
107,US/Mountain,10/4/2023 18:19,Portland State University,1872 SW Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012964,10/4/2023 17:14,10/4/2023 18:19,1:04:52,3.5404453,1.38,USD,Portland State University,0:00:02,0:00:02,1:04:50,1:04:52,10/4/2023 16:14,10/4/2023 17:19,1:04:50,kWh,Level 2,3364.416
108,US/Mountain,9/28/2023 20:34,Portland State University - RMNC,1600 Southwest 4th Avenue,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0207-ISO-2240-012498,9/28/2023 18:35,9/28/2023 20:34,1:58:27,11.6290859,4.54,USD,Portland State University,0:00:03,0:00:03,1:58:24,1:58:27,9/28/2023 17:35,9/28/2023 19:34,1:58:24,kWh,Level 2,8640
109,US/Mountain,10/3/2023 14:32,Portland State University - Parking One,1872 Southwest Broadway,Not Available,Portland,Oregon,97201,US,America/Los_Angeles,L1-0205-2240-004561,10/3/2023 9:59,10/3/2023 14:32,4:32:17,4.860918,1.9,USD,Portland State University,2:22:34,2:22:34,2:09:43,4:32:17,10/3/2023 8:59,10/3/2023 13:32,2:09:43,kWh,Level 2,6633.4752
